-,Social Media Use,Interest in Past Mass Violence,Leakage,Relationship with Other Shooting(s),Planning,Interest in Firearms,Gang Affiliation,Terror Group Affiliation,Violent Video Games
Has an effect on performance?,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
